id,passenger_id,bag_weight,is_priority
1,528,28.780777185481337,0
2,227,13.374323996669133,0
3,474,24.39095336370968,0
4,541,31.19932619773185,1
5,663,6.24932067019941,0
6,757,29.919072940582677,1
7,782,22.13999014915786,0
8,79,23.224152617257076,0
9,433,20.69474002417948,0
10,801,31.23425309850927,0
11,153,6.303000717069124,0
12,789,12.830851746075442,1
13,401,31.27287616577466,0
14,279,27.57037107595868,0
15,57,5.529354805358175,0
16,186,20.51018849629126,0
17,398,20.887180421380243,0
18,605,17.026464053837312,0
19,788,13.92179996185969,1
20,158,25.451745512370263,0
21,787,11.233713941142614,0
22,693,28.968456862151182,0
23,359,29.091114823024153,0
24,440,17.457843127184617,1
25,589,13.506440327289429,0
26,466,13.516345447721395,1
27,663,19.4687397198863,0
28,446,26.587376742480764,0
29,750,15.766060729815763,1
30,801,23.301300363732544,0
31,743,16.47453381747783,0
32,488,14.1356956745415,0
33,530,5.745785477473825,1
34,73,5.117423172061719,0
35,701,11.816230334960133,0
36,17,17.192188604029862,0
37,531,30.537835020861806,0
38,731,28.95452728791276,1
39,326,13.014957877639697,0
40,632,12.336213289528981,0
41,613,11.819662132100824,1
42,546,15.17712021586601,0
43,596,19.94596158685056,0
44,708,18.160033160947265,0
45,842,11.548195963444812,0
46,202,8.913542298308542,0
47,344,5.377334374585861,0
48,853,9.618897159995115,0
49,523,26.160691105823545,0
50,859,12.309157080367488,0
51,400,19.058054303645292,0
52,218,22.73903446769734,0
53,445,31.60522708494821,1
54,765,31.665652951802585,0
55,222,27.37201201044077,0
56,383,6.054709761455043,0
57,881,22.252112572562446,1
58,592,28.597504124945196,1
59,7,5.518641342900896,0
60,272,21.490538409697347,0
61,739,30.732924373580882,0
62,16,19.223062275268006,0
63,424,5.123186086923454,0
64,524,5.330400750068224,1
65,803,17.499081122412516,0
66,753,9.650260022502637,0
67,21,24.933519712797786,0
68,690,26.263977947184618,0
69,228,10.336393863818857,1
70,785,31.655998655734546,1
71,288,18.257235349367775,0
72,809,9.285377227757712,0
73,134,27.927547942081866,0
74,283,28.699235000503187,0
75,404,24.178864179963725,0
76,665,30.603966596076592,0
77,66,27.12118916092014,1
78,649,31.466172116809716,0
79,604,18.016641454564386,1
80,437,27.427913842983273,0
81,829,34.99254690287133,1
82,259,26.747935925588575,0
83,103,8.425513407113964,0
84,567,20.54956167287549,0
85,769,22.62043373729084,1
86,101,10.22632025214173,0
87,198,33.88674902534113,0
88,813,10.26739332903849,0
89,226,10.326737591396682,0
90,463,32.45501413923665,0
91,237,18.956162993650132,1
92,26,6.895648378235486,0
93,121,22.945624998155857,0
94,506,23.054790458991434,0
95,182,6.935022760596854,0
96,711,34.17567486900986,0
97,814,21.32089895883727,0
98,767,21.793871665392928,0
99,634,20.603462435071833,0
100,543,23.3219533893386,1
101,315,12.928992583212649,0
102,797,13.617240439245224,0
103,618,20.340172693883982,1
104,736,29.20057564290739,0
105,273,6.4959372948253655,0
106,232,23.10212636660738,0
107,420,29.20334427518942,1
108,768,9.707518161116814,0
109,442,5.450676259416989,0
110,496,14.381398854243741,0
111,24,22.644311201887945,0
112,109,9.148495202142431,0
113,703,17.783671129174564,0
114,502,21.56964492122834,0
115,859,22.966492842719514,0
116,25,13.232351630011255,0
117,187,17.00088907958874,0
118,288,28.35017687202676,0
119,628,33.23644082362057,0
120,338,30.856409933547717,1
121,878,21.928505052002958,0
122,37,17.308784088318397,0
123,794,14.988698431142547,1
124,137,8.748696982520542,0
125,508,8.19653741648339,0
126,227,25.65072874740973,0
127,320,12.79383248513481,0
128,840,12.639850592973403,1
129,182,34.94585163433357,1
130,874,10.637778736213862,0
131,86,9.44179278466489,0
132,467,7.960556832797618,0
133,53,22.394160355003883,0
134,860,23.835914780063042,1
135,867,15.956837787706458,1
136,235,21.062400065344033,0
137,779,28.651985928347376,0
138,799,29.543125049652453,0
139,433,33.73736227146945,0
140,496,29.728039577686236,1
141,100,21.9452431015228,0
142,599,10.389708975105378,1
143,403,7.992906731085272,0
144,396,6.635356697325776,0
145,527,24.99577495356151,0
146,415,29.226087661939793,0
147,613,20.26051852052237,0
148,677,6.641425245009199,1
149,463,21.064117237740145,0
150,541,33.072477845736515,0
151,626,22.928395727973815,0
152,619,29.282824653884447,0
153,364,29.00457945175252,0
154,130,32.963872993419585,1
155,84,28.1068629694962,0
156,271,27.431015420392686,0
157,244,12.023079949119218,0
158,388,6.797754659632443,0
159,214,20.52798395161423,0
160,818,8.733026238402655,0
161,166,33.865876288339734,0
162,791,13.697742878990857,0
163,59,30.588326101528793,0
164,602,16.62873875607378,0
165,883,14.695827495721323,1
166,843,33.05475717129863,0
167,504,15.89967716258672,0
168,706,16.708637259894093,0
169,123,8.182753388387276,0
170,648,25.113399958475277,1
171,413,13.665182434325406,1
172,139,22.568125035185215,0
173,229,22.740551121596283,0
174,274,26.57599086787301,0
175,439,27.357244585173238,0
176,562,20.433573032046183,0
177,118,14.92975842810209,1
178,714,30.123526845042015,1
179,483,14.295969482254542,1
180,395,20.225272834079945,1
181,703,17.03757749611184,0
182,876,30.65235157909064,0
183,460,17.957555934374863,0
184,835,16.58297566512453,0
185,693,25.694710786929125,0
186,78,23.07323329584328,1
187,412,8.217405004875381,1
188,75,20.245064190318896,1
189,295,27.06435164999743,1
190,793,34.76224293774069,1
191,21,23.874405019109574,0
192,171,16.108791993239535,1
193,15,11.784547994063551,0
194,211,31.18490702459961,0
195,560,29.43695636340508,1
196,86,12.017684623381546,1
197,149,11.018962704397204,0
198,700,26.45410330433527,0
199,372,14.448561857562783,0
200,480,14.191963950858735,0
201,818,9.568707412029658,1
